#,Test Cases Description ,QA Automated Status
1,Verify that user can perform 2 Intake to Payments full flow for 1 CXO,
2,Verify revert pending budget can be done for the partially processed CXO,
3,Verify that Cancel button is disabled for the CXO which have active transactions,
4,Verify the CXO panel from CXO listing page is displaying all related data properly,
5,Verify that if Intake is processed then cancel button is disabled for the Intake,
6,"Verify that after partially processing an Intake through multiple partial RFXs and marking the Intake as Processed, the remaining CXO amount is correctly reusable.",
7,Verify that an RFX Award created from a CXO Intake can be cancelled and a new Award can be created successfully.,
8,Verify that all transactions created for the CXO are displayed in the CXO transaction tab,
9,Verify that transactions created from Intake is displayed in the transaction tab of the Intake.,
10,Verify that Intake can be created using Bulk Upload,
11,Verify that RFX can be created using Bulk Upload,
12,Verify that the lowered qty during PO Reject edit is avilable in the PRC for creation of the nect PO,
13,Verify that an Invoice is moved to Disputed status when there is a quantity mismatch between the GRN and Invoice for a quantity-based PO.,
14,Verify that CXO can be saved then edited and submitted during creation.,
15,Verify that Intake can be saved then edited and submitted during creation.,
17,Verify if RFX to Intake is done more than the Intake quantity then error is displayed properly,
18,Verify if Intake is converted to RFX from two different tabs in a span of 5 seconds then the later tab should throw error',
19,Verify after click Aerchain logo the V4 Dashboard is displayed,
20,Verify that after toggleing the Price in base currency in RFX Analysis tab the prices are displayed in base currency.,
21,"Verify that when an RFX Award is performed with long text entered in the Justification fields, hovering over the text displays the complete entered text.",
22,Verify if line items are deleted from Quoted RFX during amned then that item will be displayed in the Analysis tab of RFX by taggleing the Show deleted item toggle.,
23,Verify that Supplier configurations in RFX are displaying the data of configured supplier accordingly,
24,Verify all the files can be downloaded from the RFX analysis tab,
25,Verify that prices are syncing accordingly in the RFX analysis tab,
26,Verify that the prices can be synced accordingly from RFX analysis tab.,
27,Verify that Quote versions can be compared in the RFX analysis tab.,
28,Verify that parent intake of the can be accessed from the RFX analysis tab.,
29,Verify that the Auction for the RFX can be accessed from the RFX Analysis tab.,
30,Verify that Negotiations can be performed for the RFX.,
31,Verify Suppliers can be reminded in bulk for quoting the RFX.,
32,Verify Evalustion present in the RFX can be evalaluated.,
33,Verify after foreclosing the RFX the deadline can be extended.,
34,Verify that buyer can add comments for the other user of the RFX.,
35,Verify Activities and comments can be downloaded from the Activity timeline of the CXO.,
36,Verify Activities and comments can be downloaded from the Activity timeline of the Intake.,
37,Verify Activities and comments can be downloaded from the Activity timeline of the RFX.,
38,Verify that document can be regenerated and downloaded from the view page of Requisition,
39,Verify that document can be regenerated and downloaded from the view page of PRC,
40,Verify that document can be regenerated and downloaded from the view page of Purchase Order,
41,Verify that document can be regenerated and downloaded from the view page of GRN,
42,Verify that document can be regenerated and downloaded from the view page of Invoice.,
43,Verify user can be reassigned for the Requisition.,
44,Verify user can be reassigned for the PRC.,
45,Verify user can be reassigned for the Purchase Order.,
46,Verify user can be reassigned for the GRN.,
47,Verify user can be reassigned for the Invoice.,
48,Verify that an Awarded PR that has been edited and submitted displays a Budget Exceeded error when the PR is cloned.,
49,Verify clicking the Award link from the PR is opening the RFX award page,
50,Verify clicking the Intake link from PR opens the intake.,
51,Verify clicking the Budget link from PR opend the Budget.,
52,Verify clicking the CXO link from PR opens the CXO,
53,Verify user can search any line item in line ietem section,
54,Verify if Price is increased during PR edit then budget exceed error is displayed,
55,Verify if QTY is increased during PR edit then budget exceed error is displayed.,
56,Verify after clicking the item name then the item details panel is displayed.,
57,Verify after clicking the back button from the PR the PR listing page is displayed.,
58,"Verify that when a PO Invoice is created from SAPP, adding Tax during the SAPP Review stage triggers the CAPP workflow. After modifying the Tax, Quantity, or Price during the CAPP Review stage and submitting the Invoice, verify that a new workflow is triggered and the previous workflow is rejected.",
59,Verify that attachments added in RFX award are carry forwarded to PR to PRC.,
60,"Verify that when a partial-quantity GRN is created for a PO, an Invoice is created and matched against the partial quantity, and the PO is subsequently Short Closed, the remaining PO amount is returned to the Budget correctly.",
61,"Verify that an Advance Payment can be requested against a PO and paid successfully. After creating the Invoice, verify that the Advance Payment is correctly deducted from the Invoice amount/balance, and the remaining Invoice amount can be paid successfully.",
62,Verify that a PO can be Short Closed after creating a GRN with partial quantity.,
63,Verify that a PO can be Short Closed after creating a partial-quantity GRN and an Invoice against the GRN.,
64,Verify that all configured PO Workflow stages are displayed and function correctly.,
65,Verify that a PO can be recalled successfully and its status is updated accordingly to draft,
66,"Verify that after creating a GRN for a PO and matching it with an Invoice, cancelling the Invoice changes the GRN status back to Unmatched.",
67,Verify that the Cancel option is not available for a GRN after it has been fully matched with an Invoice.,
68,Verify that the Cancel option is not available for a GRN after it has been partially matched with an Invoice.,
69,"Verify that when an Invoice is created without matching the available GRN, the Invoice is moved to Disputed status, and after matching the GRN, the required approval workflow is triggered.",
70,"Verify that when an Invoice is created directly against a PO without a GRN, it is moved to Disputed status, and after creating and matching the GRN, the Invoice is processed correctly.",
71,Verify that increasing the Quantity or Price while amending/editing a PO displays a Budget Exceeded error during submission when the revised amount exceeds the available budget.,
72,Verify that an Advance can be requested against a PO from SAPP and the Advance Payment can be successfully processed through CAPP.,
73,Verify During creating PO Invoice from PO View page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
74,Verify During creating PO Invoice from Invoice listing page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
75,Verify During creating credit note from Invoice listing page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
76,Verify During creating CXO Invoice from Invoice listing page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
77,Verify During creating PO Invoice from SAPP PO View page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
78,Verify During creating PO Invoice from SAPP Invoice listing page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
79,Verify During creating credit note from SAPP Invoice listing page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
80,Verify During creating CXO Invoice from SAPP Invoice listing page the vendor type and RPT flag value is autopopulating currectly according to the selection in the Supplier Onboarding.,
81,Verify that accounted Invoice can be cancelled,
82,Verify same line item in Intake cannot be processed to RFX or PR if already used,
83,Verify if same item added two times with different delivery address can be processed to different RFX or PR,
84,Verify all the Invoice related to MSME Vendor are displayed after appling MSME Filter from listing page.,
85,Verify all the pending approval transactions are displayed in the MY Pending approval view type in Dashboard.,
86,Verify value based PR to PRC to PO to GRN to Invoice working properly from CAPP.,
87,Verify value based PR to PRC to PO to GRN to Invoice working properly from SAPP.,
88,Verify count of Pending approval trns in Dashboard and listing are matching,
89,Verify data is displayed properly for the all the reports in Reports module and admin reports module,
90,Verify msme validity email is triggered with proper data,
91,Verify attachemnts in all the modules can be downloaded,
92,Verify that CXO can be accessed from the email in desktop,
93,Verify that CXO can be accessed from the email in desktop mobile,
94,Verify RFX can be cancelled after foreclose,
95,Verify that in Auction the Joined live / login details are displayed in the Live capp aution page if sealed bid is NO,
96,Verify that in Auction the Joined live / login details are download able after the capp aution is ended if sealed bid is NO,
97,Verify that supplier Create and Onboarding is working properly in CAPP Flow,
98,Verify that supplier Create and Onboarding is working properly in CAPP and SAPP Flow,
99,Verify different suppliers cannot be Onboarded with same GST Number,
100,Verify Supplier matching percentage is displayed correctly beside the supplier name in the supplier view page.,
101,Verify during creation of Transaction in all the modules the line item UOM is populated.,
102,Verify payments done for the advance are displaying all the respective payments from the Advance transaction tab.,
103,Verify user can clone a cancelled CXO without changing the reference.,
104,Automate all the Requisition listing scenarios like Intake.,
105,Automate all the PO listing scenarios like Intake.,
106,Automate all the Invoice listing scenarios like Intake.,
107,Automate all the GRN listing scenarios like Intake.,
108,Verify the system works as expected after clicking the Approve / Submit / Proceed button multiple times.,
109,Verify after any report is sent via mail from admin reports or reports module then its logged in admin reports and that report can be downloaded from the log.,
110,Verify that cancelled invoice cannot be acknowledged,
111,Verify that Rejected Invoice cannot be acknowledged,
112,Verify that transaction are displayed according to the department access in the listing page.,
113,Verify the Taxes based total is calculated accordingly for SEZ Applicable  delivery addresses.,
114,Verify the documents are displaying correct data from the transaction from all modules.,
115,Verify the Process button is not displayed after Intake is processed with full quantity ,
116,Verify after multiple Invoice reject edits are not creating any duplicate invoice entries in the DB.,
117,Verify correct PO number is displayed during PO GRN Invoice creation process.,
118,Verify that an Invoice does not progress beyond the approval stage when all configured approvers are inactive or disabled.,
119,Verify that an Invoice cannot be auto-approved when the only approver is the Invoice submitter.,
120,Verify that an Invoice is not auto-skipped from the Review stage when the assigned reviewer does not have Invoice module access.,
121,Verify that an Invoice is blocked at a workflow stage when the middle stage of a multi-stage workflow has no eligible approver.,
122,Verify that cancelling an Invoice after matching it with a GRN changes the GRN status back to Unmatched and releases the matched quantity.,
123,Verify that partial quantity matching works correctly when multiple Invoices are matched against the available GRN and PO quantity.,
124,Verify that an Invoice cannot be Accounted without a valid GRN match when GRN matching is mandatory.,
125,"Verify that a GRN cannot be cancelled after it has been matched with an active Invoice, or that the configured cascade handling is performed correctly.",
126,Verify that duplicate Invoice reference numbers are validated when an existing Invoice is edited and submitted.,
127,Verify that the subject character limit is validated when an Invoice is edited and submitted with more than 240 characters.,
128,Verify that an Invoice cannot exceed the remaining PO balance when multiple Invoices are created against the same PO.,
129,Verify that the same Invoice reference number can be used across different entities when duplicate validation is scoped at the entity level.,
130,"Verify that rejecting an Invoice at the approval stage updates its status consistently across the detail page, listing page, and reports.",
131,Verify that rejecting or sending back an Invoice at the Review stage updates its status correctly across all applicable pages and reports.,
132,Verify that rejecting a transaction at the Acknowledge stage updates the transaction and parent status correctly.,
133,Verify that cancelling a transaction removes it from the approver's My Pending Approvals list.,
134,Verify that cancelling a transaction at any workflow stage removes it from all approvers' pending approval lists.,
135,Verify that submission of a Supplier Onboarding form is blocked when the mandatory IFSC field is left blank during creation.,
136,Verify that the mandatory IFSC validation is triggered when the IFSC field is cleared while editing an existing supplier.,
137,Verify that mandatory-field validations are enforced consistently when a supplier submits the onboarding form through the Supplier Portal.,
138,Verify that every mandatory field configured in the Supplier Onboarding template triggers validation when left blank.,
139,Verify that users with configured Supplier Edit access can edit the details of an onboarded supplier.,
140,Verify that the Supplier status changes to Sync Failed when supplier integration fails after onboarding and approval.,
141,Verify that the Supplier status changes to Registered only after successful integration following onboarding and approval.,
142,Verify that a supplier can be blocked and unblocked successfully across all configured entities.,
143,Verify that duplicate Invoice reference validation works when a Supplier Portal Invoice is edited with an existing reference number.,
144,Verify that duplicate Invoice reference validation works across supplier-created and buyer-created Invoices.,
145,Verify that a PR can be re-processed after an initiated amendment is cancelled.,
146,"Verify that cancelling a PO resets the processing state of the related PRC and PR, allowing them to be re-processed.",
147,Verify that the complete PR recovery flow works after cancelling a PRC and creating a new PRC and PO.,
148,Verify that cancelling an approved Invoice releases the budget amount consumed by the Invoice.,
149,Verify that budget consumption is released when a CXO is rejected at a workflow approval stage.,
150,"Verify that an Invoice rejected during workflow is displayed as Rejected across the detail page, listing, report, and pending approvals.",
151,"Verify that cancelling an Invoice restores the related GRN match, PO balance, and Invoice processing availability.",
152,"Verify that an Invoice submitted through the Supplier Portal completes the buyer workflow, budget validation, and accounting process without skipping any workflow stage.",
153,Verify that the complete PR recovery flow works after cancelling a PRC and re-processing the PR through PO and Invoice creation with correct budget consumption.,
154,"Verify that a Supplier Portal Invoice follows the complete workflow, budget validation, and accounting process before integration is triggered.",
155,Verify that the PR-to-PRC-to-PO-to-Invoice recovery flow maintains correct budget consumption after cancelling and re-processing the PRC,
